あるリージョンで SageMaker Inference Recommender を使用し、別のリージョンでベンチマークを行うことはできますか?,開始時には、AWS 中国リージョンを除く、Amazon SageMaker がサポートするすべてのリージョンがサポートされます。
Amazon SageMaker Inference Recommender は Amazon EC2 Inf1 インスタンスをサポートしていますか?,はい、すべてのタイプのコンテナをサポートしています。AWS Inferentia チップをベースにした Amazon EC2 Inf1 では、Neuron コンパイラーまたは Amazon SageMaker Neo を使用してコンパイルされたモデルアーティファクトが必要です。Inferentia ターゲットのコンパイル済みモデルと関連するコンテナイメージ URI を取得したら、Amazon SageMaker Inference Recommender を使用して、さまざまな Inferentia インスタンスタイプをベンチマークできます。
Amazon SageMaker モデルモニターとは何ですか?,Amazon SageMaker Model Monitor を使用すると、開発者はコンセプトドリフトを検出して修正できます。SageMaker Model Monitor は、デプロイされたモデル内のコンセプトドリフトを自動的に検出し、問題の原因を特定するのに役立つ詳細なアラートを提供します。SageMaker でトレーニングされたすべてのモデルは、Amazon SageMaker Studio で収集および表示できる主要なメトリクスを自動的に出力します。SageMaker Studio 内から、収集するデータ、その表示方法、アラートを受信するタイミングを設定できます。
Amazon SageMaker が実行されるインフラストラクチャにアクセスできますか?,いいえ。Amazon SageMaker はお客様に代わってコンピューティングインフラストラクチャを運用し、ヘルスチェック、セキュリティパッチの適用、その他の定期的なメンテナンスを実行できるようにします。また、カスタム推論コードを使用してトレーニングから得たモデル成果物を、独自のホスティング環境にデプロイすることもできます。
"本番稼働後に Amazon SageMaker モデルのサイズとパフォーマンスを拡張するにはどうすればよいですか?",Amazon SageMaker ホスティングは、Application Auto Scaling を使用して、アプリケーションに必要なパフォーマンスに合わせて自動的にスケールします。さらに、エンドポイント設定を変更することで、ダウンタイムを発生させずにインスタンスの数とタイプを手動で変更することもできます。
Amazon SageMaker の本番環境を監視するにはどうすればよいですか?,Amazon SageMaker はパフォーマンスメトリクスを Amazon CloudWatch Metrics に送信するため、メトリクスを追跡し、アラームを設定し、本番トラフィックの変化に自動的に対応できます。さらに、Amazon SageMaker は Amazon CloudWatch Logs にログを書き込むため、本番環境の監視とトラブルシューティングが可能になります。
Amazon SageMaker ではどのような種類のモデルをホストできますか?,Amazon SageMaker は、推論 Docker イメージの文書化された仕様に準拠する任意のモデルをホストできます。これには、Amazon SageMaker モデル成果物と推論コードから作成されたモデルが含まれます。
Amazon SageMaker は、同時リアルタイム API リクエストをいくつサポートしていますか?,Amazon SageMaker は、1 秒あたり多数のトランザクションに対応できるように設計されています。正確な数は、デプロイされたモデルと、モデルがデプロイされるインスタンスの数とタイプによって異なります。
バッチ変換とは何ですか?,バッチ変換を使用すると、大規模または小規模のバッチ データに対して予測を実行できます。データセットを複数のチャンクに分割したり、リアルタイム エンドポイントを管理したりする必要はありません。シンプルな API を使用すると、多数のデータ レコードの予測を要求し、データを迅速かつ簡単に変換できます。
Amazon SageMaker Edge Manager とは何ですか?,Amazon SageMaker Edge Manager を使用すると、スマートカメラ、ロボット、パソコン、モバイルデバイスなどのエッジデバイス群で ML モデルを簡単に最適化、保護、監視、保守できます。SageMaker Edge Manager は、ML 開発者がさまざまなエッジデバイスで ML モデルを大規模に運用するのに役立ちます。
Amazon SageMaker Edge Manager を使い始めるにはどうすればよいですか?,Amazon SageMaker Edge Manager の使用を開始するには、クラウドでトレーニング済みの ML モデルをコンパイルしてパッケージ化し、デバイスを登録し、SageMaker Edge Manager SDK を使用してデバイスを準備する必要があります。モデルをデプロイ用に準備するために、SageMaker Edge Manager は SageMaker Neo を使用して、ターゲットエッジハードウェア用にモデルをコンパイルします。モデルがコンパイルされると、SageMaker Edge Manager は AWS が生成したキーを使用してモデルに署名し、モデルをランタイムと必要な認証情報とともにパッケージ化して、デプロイの準備を整えます。デバイス側では、デバイスを SageMaker Edge Manager に登録し、SageMaker Edge Manager SDK をダウンロードして、指示に従ってデバイスに SageMaker Edge Manager エージェントをインストールします。チュートリアルノートブックには、モデルを準備し、SageMaker Edge Manager を使用してエッジデバイスにモデルを接続する方法のステップバイステップの例が示されています。
Amazon SageMaker Edge Manager ではどのようなデバイスがサポートされていますか?,Amazon SageMaker Edge Manager は、Linux および Windows オペレーティングシステムで一般的な CPU (ARM、x86) および GPU (ARM、Nvidia) ベースのデバイスをサポートしています。今後、SageMaker Edge Manager は、SageMaker Neo でもサポートされているより多くの組み込みプロセッサとモバイル プラットフォームをサポートするように拡張される予定です。
Amazon SageMaker Edge Manager を使用するには、Amazon SageMaker を使用してモデルをトレーニングする必要がありますか?,いいえ、必要ありません。モデルを他の場所でトレーニングすることも、オープンソースまたはモデルベンダーから事前にトレーニングされたモデルを使用することもできます。
Amazon SageMaker Edge Manager を使用するには、Amazon SageMaker Neo を使用してモデルをコンパイルする必要がありますか?,はい、必要です。Amazon SageMaker Neo はモデルを実行可能ファイルに変換してコンパイルし、それをパッケージ化してエッジデバイスにデプロイできます。モデルパッケージがデプロイされると、Amazon SageMaker Edge Manager エージェントがモデルパッケージを解凍し、デバイス上でモデルを実行します。
モデルをエッジ デバイスにデプロイするにはどうすればよいですか?,Amazon SageMaker Edge Manager は、指定された Amazon S3 バケットにモデル パッケージを保存します。AWS IoT Greengrass が提供する無線 (OTA) デプロイメント機能、または任意の他のデプロイメント メカニズムを使用して、S3 バケットからデバイスにモデル パッケージをデプロイできます。
Amazon SageMaker Edge Manager SDK は SageMaker Neo ランタイム (dlr) とどう違うのですか?,Neo dlr は、Amazon SageMaker Neo サービスによってコンパイルされたモデルのみを実行するオープンソースのランタイムです。オープンソースの dlr と比較すると、SageMaker Edge Manager SDK には、追加のセキュリティ、モデル管理、およびモデル提供機能を備えたエンタープライズ グレードのオンデバイス エージェントが含まれています。SageMaker Edge Manager SDK は、大規模な本番環境への展開に適しています。
Amazon SageMaker Edge Manager は AWS IoT Greengrass とどのように関連していますか?,Amazon SageMaker Edge Manager と AWS IoT Greengrass は、IoT ソリューションで連携できます。ML モデルが SageMaker Edge Manager でパッケージ化されたら、AWS IoT Greengrass の OTA 更新機能を使用して、モデル パッケージをデバイスにデプロイできます。AWS IoT Greengrass を使用すると、IoT デバイスをリモートで監視できます。一方、SageMaker Edge Manager は、デバイス上の ML モデルの監視と保守に役立ちます。
Amazon SageMaker Edge Manager は AWS Panorama とどのような関係がありますか? Amazon SageMaker Edge Manager と AWS Panorama はいつ使用すればよいですか?,AWS は、エッジデバイスでモデルを実行するための最も幅広く奥深い機能を提供します。コンピュータビジョン、音声認識、予知保全など、幅広いユースケースをサポートするサービスがあります。カメラやアプライアンスなどのエッジデバイスでコンピュータビジョンを実行したい企業には、AWS Panorama がお勧めです。Panorama は、エッジデバイス用のすぐにデプロイ可能なコンピュータビジョンアプリケーションを提供します。クラウドコンソールにログインし、Amazon S3 または SageMaker で使用するモデルを指定してから、ビジネスロジックを Python スクリプトとして記述するだけで、AWS Panorama を簡単に使い始めることができます。AWS Panorama は、ターゲットデバイス用にモデルをコンパイルしてアプリケーションパッケージを作成するので、数回クリックするだけでデバイスにデプロイできます。さらに、独自のカスタムアプリケーションを構築したい独立系ソフトウェアベンダーは AWS Panorama SDK を使用でき、デバイスメーカーは Device SDK を使用して AWS Panorama 用にデバイスを認定できます。独自のモデルを構築し、モデル機能をより細かく制御したいお客様は、Amazon SageMaker Edge Manager を使用できます。 SageMaker Edge Manager は、自然言語処理、不正検出、予測メンテナンスなどのあらゆるユースケース向けに、スマートカメラ、スマートスピーカー、ロボットなどのエッジデバイスのフリート全体で ML モデルを準備、実行、監視、更新するためのマネージドサービスです。SageMaker Edge Manager は、さまざまなモデル機能の設計やモデルのドリフトの監視など、モデルを制御したい ML エッジ開発者向けです。すべての ML エッジ開発者は、SageMaker コンソールと SageMaker API を通じて SageMaker Edge Manager を使用できます。SageMaker Edge Manager は、クラウドでモデルを構築、トレーニング、デプロイするための SageMaker の機能をエッジデバイスにもたらします。
Amazon SageMaker Edge Manager はどの AWS リージョンで利用できますか?,Amazon SageMaker Edge Manager は、米国東部 (バージニア北部)、米国東部 (オハイオ)、米国西部 (オレゴン)、欧州 (アイルランド)、欧州 (フランクフルト)、アジアパシフィック (東京) の 6 つの AWS リージョンで利用できます。詳細については、AWS リージョンのサービス一覧をご覧ください。
Amazon SageMaker Neo とは何ですか?,Amazon SageMaker Neo を使用すると、ML モデルを一度トレーニングすれば、クラウドやエッジのどこでも実行できます。SageMaker Neo は、複数のハードウェア プラットフォームにデプロイできる一般的なディープラーニング フレームワークで構築されたモデルを自動的に最適化します。最適化されたモデルは、一般的な ML モデルの最大 25 倍の速度で実行され、消費するリソースは 10 分の 1 未満です。
Amazon SageMaker Neo を使い始めるにはどうすればよいですか?,Amazon SageMaker Neo を使い始めるには、Amazon SageMaker コンソールにログインし、トレーニング済みのモデルを選択し、例に従ってモデルをコンパイルし、結果のモデルをターゲットのハードウェア プラットフォームにデプロイします。
Amazon SageMaker Neo の主なコンポーネントは何ですか?,Amazon SageMaker Neo には、コンパイラとランタイムという 2 つの主要コンポーネントが含まれています。まず、Neo コンパイラはさまざまなフレームワークによってエクスポートされたモデルを読み取ります。次に、フレームワーク固有の関数と操作をフレームワークに依存しない中間表現に変換します。次に、一連の最適化を実行します。その後、コンパイラは最適化された操作のバイナリ コードを生成し、共有オブジェクト ライブラリに書き込みます。コンパイラは、モデル定義とパラメータも別々のファイルに保存します。実行中、Neo ランタイムは、コンパイラによって生成された成果物 (モデル定義、パラメータ、およびモデルを実行するための共有オブジェクト ライブラリ) をロードします。
Amazon SageMaker Neo を使用してモデルを変換するには、Amazon SageMaker を使用してモデルをトレーニングする必要がありますか?,いいえ。他の場所でモデルをトレーニングし、Neo を使用して Amazon SageMaker ML インスタンスまたは AWS IoT Greengrass 対応デバイス用に最適化することができます。
Amazon SageMaker Neo はどのモデルをサポートしていますか?,現在、Amazon SageMaker Neo は、コンピュータビジョンアプリケーションを強化する最も人気のあるディープラーニングモデルと、現在 Amazon SageMaker で使用されている最も人気のある決定木モデルをサポートしています。Neo は、MXNet と TensorFlow でトレーニングされた AlexNet、ResNet、VGG、Inception、MobileNet、SqueezeNet、および DenseNet モデル、および XGBoost でトレーニングされた分類およびランダムカットフォレストモデルのパフォーマンスを最適化します。
Amazon SageMaker Neo はどのハードウェアプラットフォームをサポートしていますか?,サポートされているクラウドインスタンス、エッジデバイス、フレームワークのバージョンのリストは、Amazon SageMaker Neo のドキュメントで確認できます。
Amazon SageMaker Neo はどの AWS リージョンで利用できますか?,サポートされているリージョンの一覧を確認するには、AWS リージョンサービス一覧を参照してください。
Amazon SageMaker Savings Plans とは何ですか?,Amazon SageMaker Savings Plans は、1 年または 3 年の期間にわたって一定の使用量 ($/時間で測定) を約束する代わりに、Amazon SageMaker の柔軟な使用量ベースの料金モデルを提供します。Amazon SageMaker Savings Plans は最も柔軟性が高く、コストを最大 64% 削減するのに役立ちます。これらのプランは、インスタンスファミリー、サイズ、またはリージョンに関係なく、SageMaker Studio ノートブック、SageMaker On-Demand ノートブック、SageMaker Processing、SageMaker Data Wrangler、SageMaker Training、SageMaker Real-Time Inference、および SageMaker Batch Transform を含む、対象となる SageMaker ML インスタンスの使用に自動的に適用されます。たとえば、推論ワークロードの CPU インスタンス ml.c5.xlarge を米国東部 (オハイオ) で実行しているインスタンスから、米国西部 (オレゴン) のインスタンス ml.Inf1 にいつでも変更でき、自動的に Savings Plans の料金を支払い続けることができます。
Amazon SageMaker Savings Plans を使用する必要があるのはなぜですか?,Amazon SageMaker インスタンスの使用量 ($/時間で測定) が一定で、複数の SageMaker コンポーネントを使用している場合、またはテクノロジー構成 (インスタンス ファミリーやリージョンなど) が時間の経過とともに変更されることが予想される場合は、SageMaker Savings Plans を使用すると、アプリケーションのニーズや新しいイノベーションに基づいて基盤となるテクノロジー構成を柔軟に変更しながら、節約を最大化することが簡単になります。Savings Plans 料金は、対象となるすべての ML インスタンスの使用に自動的に適用され、手動で変更する必要はありません。
Amazon SageMaker Savings Plans を使い始めるにはどうすればよいですか?,Savings Plans は、AWS マネジメントコンソールの AWS Cost Explorer から、または API/CLI を使用して開始できます。AWS Cost Explorer で提供される推奨事項を使用して Savings Plans に簡単にコミットし、最大の節約を実現できます。推奨される時間単位のコミットメントは、オンデマンドの過去の使用量と、選択したプランタイプ、期間、および支払いオプションに基づいています。Savings Plan にサインアップすると、コンピューティング使用量は割引された Savings Plans 価格で自動的に請求され、コミットメントを超えた使用量は通常のオンデマンド料金で請求されます。
Amazon SageMaker の Savings Plans と Amazon EC2 の Compute Savings Plans の違いは何ですか?,Amazon SageMaker の Savings Plans と EC2 の Savings Plans の違いは、含まれるサービスにあります。SageMaker Savings Plans は、SageMaker ML インスタンスの使用にのみ適用されます。
Savings Plans は AWS Organizations/Consolidated Billing とどのように連携しますか?,Savings Plans は、AWS Organization/Consolidated Billing ファミリー内のどのアカウントでも購入できます。デフォルトでは、Savings Plans によって提供される特典は、AWS Organization/Consolidated Billing ファミリー内のすべてのアカウントの使用に適用されます。ただし、Savings Plans の特典を、それを購入したアカウントのみに制限することもできます。
